Custid,Rcn,Frq,Mnt,Clothes,Kitchen,SmallAppliances,HouseKeeping,Toys,NetPurchase,StorePurchase,Recomendation,Credit_Card
4950,47,10,28.08,20,13,47,8,12,61,39,3,
4960,34,9,46.8,46,11,23,10,9,58,42,5,
4964,49,8,92.56,77,1,17,1,4,49,51,2,
4969,38,25,739.44,24,31,18,21,5,46,54,5,
4970,84,18,272.48,10,28,17,23,21,70,30,4,
4971,72,9,230.88,83,1,8,3,5,21,79,2,
4980,13,24,854.88,59,8,19,5,8,25,75,4,
4983,84,32,1601.6,32,10,33,9,15,11,89,6,
4986,32,8,42.64,35,1,22,18,23,35,65,4,
4987,13,29,992.16,64,4,26,2,3,57,43,4,
4993,54,7,34.32,65,1,23,7,4,54,46,2,
5000,4,14,126.88,10,29,36,2,23,68,32,3,
5002,54,9,57.2,48,6,25,2,19,51,49,4,
5006,144,8,20.8,37,16,30,4,14,49,51,2,
5007,97,10,121.68,51,12,23,3,11,33,67,4,
5014,96,26,869.44,70,2,22,3,2,35,65,6,Yes
5015,91,16,266.24,81,1,17,0,1,57,43,4,
5025,98,9,33.28,36,10,36,6,11,52,48,5,
5026,63,33,1391.52,79,0,16,4,1,31,69,4,
5027,75,19,459.68,67,4,24,3,3,44,56,3,
5028,66,10,42.64,54,2,41,1,2,59,41,3,
5036,11,23,929.76,69,2,25,3,2,30,70,4,
5038,90,13,56.16,47,2,19,0,32,72,28,5,
5046,482,9,11.44,24,19,18,24,16,66,34,5,
5059,9,11,39.52,25,30,27,14,4,73,27,2,
5060,31,36,1666.08,58,2,35,4,1,20,80,4,
5066,20,9,40.56,77,5,16,1,0,49,51,2,
5067,27,23,931.84,21,16,50,10,4,18,82,3,
5072,379,8,10.4,45,5,41,5,4,60,40,5,
5082,54,11,159.12,64,3,29,3,1,51,49,3,
5084,55,12,227.76,88,1,9,1,1,50,50,3,
5086,28,15,412.88,57,3,33,5,3,39,61,5,
5087,69,15,358.8,66,2,23,7,2,34,66,2,
5092,42,15,228.8,78,1,19,1,0,67,33,3,
5103,65,11,66.56,57,5,28,4,6,46,54,2,
5108,36,16,402.48,65,10,15,0,9,38,62,3,
5109,49,27,1135.68,88,0,10,1,0,40,60,5,
5113,30,31,1531.92,24,3,41,27,5,12,88,6,
5116,67,23,809.12,34,7,29,25,5,41,59,4,
5122,22,10,39.52,47,2,46,5,1,70,30,5,
5125,64,5,41.6,25,27,28,15,5,29,71,3,
5128,28,14,364,46,8,39,7,1,30,70,2,
5132,33,19,558.48,70,2,21,2,4,35,65,4,Yes
5133,19,30,1132.56,72,1,25,1,1,44,56,6,
5136,69,50,2692.56,34,4,49,6,7,12,88,4,
5143,89,12,52,15,16,22,14,33,63,37,4,
5145,41,11,61.36,42,5,31,7,15,61,39,4,
5146,36,10,58.24,69,1,23,5,2,57,43,3,
5148,55,21,627.12,29,5,18,46,3,42,58,4,
5149,20,13,365.04,54,4,32,0,9,21,79,3,
5153,58,13,226.72,59,7,29,5,1,42,58,4,
5157,31,15,357.76,76,1,18,3,3,42,58,3,
5162,31,23,625.04,67,0,23,7,2,52,48,4,
5164,13,12,89.44,22,24,21,26,8,60,40,5,
5168,75,30,1461.2,43,2,48,5,2,10,90,5,
5169,40,33,1590.16,40,4,39,11,6,9,91,4,
5171,513,5,14.56,61,1,29,4,5,39,61,2,
5175,38,11,94.64,37,7,45,3,8,55,45,4,
5178,42,17,399.36,55,4,26,4,11,38,62,2,
5182,49,34,1394.64,91,1,6,0,1,48,52,4,
5189,82,39,1932.32,56,9,29,5,2,13,87,6,
5191,73,10,68.64,51,6,38,5,1,56,44,2,
5192,96,27,921.44,89,0,9,1,0,52,48,5,
5193,90,13,65.52,25,10,54,5,6,72,28,4,
5197,17,6,66.56,44,27,20,9,0,29,71,5,
5201,49,31,1253.2,70,6,16,4,4,29,71,6,
5207,71,34,1527.76,25,18,38,17,2,33,67,5,
5210,73,35,1662.96,33,12,37,11,7,20,80,6,
5216,25,39,1990.56,17,12,30,40,1,12,88,5,
5219,70,15,160.16,60,5,27,7,0,70,30,2,
5230,89,12,70.72,44,5,41,5,4,69,31,4,
5232,5,35,1733.68,36,12,21,13,18,17,83,5,
5234,63,38,1535.04,76,0,22,0,1,53,47,5,
5239,27,12,125.84,85,1,13,1,0,63,37,4,
5246,41,10,36.4,12,24,37,13,14,69,31,3,
5251,90,23,617.76,93,0,6,0,0,58,42,3,
5258,27,36,1864.72,23,15,43,2,18,9,91,5,
5260,91,26,993.2,42,1,34,14,8,36,64,4,
5261,84,34,1670.24,78,0,19,2,1,16,84,5,
5263,42,10,39.52,4,3,55,26,13,64,36,2,
5282,86,27,1262.56,34,1,45,5,15,15,85,4,No
5283,66,7,27.04,65,3,28,1,3,45,55,3,
5285,64,28,1120.08,42,13,27,17,1,38,62,6,
5290,48,26,938.08,56,8,30,3,3,41,59,4,
5293,4,32,1602.64,21,12,44,12,12,9,91,4,
5294,15,25,797.68,56,6,26,3,10,34,66,4,
5305,82,47,2318.16,59,1,35,5,0,16,84,4,
5307,97,5,55.12,97,0,3,0,0,37,63,3,
5312,88,10,93.6,82,1,12,3,2,44,56,5,
5316,49,17,306.8,81,1,16,1,1,46,54,3,
5318,44,39,1929.2,84,0,13,1,1,24,76,5,
5320,98,13,227.76,47,16,19,17,1,47,53,2,
5326,37,21,569.92,76,1,19,2,2,34,66,4,
5330,2,9,43.68,24,16,54,5,0,68,32,3,
5335,5,8,24.96,30,6,50,6,8,73,27,4,
5340,42,22,509.6,48,0,48,3,1,58,42,5,
5341,57,22,864.24,48,13,30,4,5,26,74,4,
5342,58,37,1536.08,43,6,37,9,6,27,73,5,
5344,106,7,19.76,48,8,19,3,22,39,61,3,
5345,98,29,1200.16,45,2,30,4,19,30,70,5,
5353,38,26,934.96,57,6,11,7,20,37,63,4,
5380,42,10,122.72,70,2,26,1,1,52,48,3,
5383,98,22,860.08,74,1,20,2,3,22,78,5,
5384,20,12,126.88,57,7,22,8,6,55,45,4,
5399,95,13,93.6,46,8,25,11,10,67,33,2,
5401,1,13,66.56,5,31,33,8,24,65,35,2,
5405,81,11,29.12,12,20,42,4,23,68,32,5,
5407,67,8,36.4,86,2,9,2,1,56,44,5,
5411,62,20,745.68,45,8,32,8,7,28,72,2,
5413,33,38,1658.8,79,0,18,1,2,27,73,5,
5414,64,25,1121.12,27,1,64,6,1,11,89,2,
5417,91,10,20.8,46,4,39,7,4,67,33,5,
5420,66,9,37.44,17,22,36,14,11,45,55,2,
5425,1,23,855.92,46,0,23,9,21,24,76,4,
5428,62,6,67.6,71,1,21,3,3,45,55,4,
5434,83,8,28.08,16,15,29,35,5,50,50,5,
5441,10,14,224.64,92,0,8,0,0,45,55,3,
5447,2,34,1734.72,25,3,62,7,3,18,82,5,
5449,89,12,126.88,44,4,40,4,8,60,40,2,
5453,69,17,229.84,44,2,44,4,6,67,33,3,
5457,3,24,938.08,67,2,30,1,0,35,65,2,
5459,75,9,59.28,74,1,24,1,1,64,36,3,
5460,36,19,407.68,77,1,19,1,2,54,46,3,
5461,98,44,2249.52,55,1,34,6,4,16,84,6,
5472,8,10,44.72,10,23,22,37,8,61,39,3,
5476,11,7,20.8,8,29,14,7,42,55,45,2,
5477,30,11,126.88,25,24,24,15,12,54,46,5,
5480,57,18,361.92,82,1,14,2,1,54,46,3,
5493,32,16,570.96,37,11,38,2,12,13,87,4,
5497,61,23,669.76,92,1,6,1,0,39,61,2,
5505,43,26,919.36,79,1,18,2,0,43,57,5,
5506,450,5,20.8,28,8,30,13,21,33,67,3,
5509,51,15,195.52,83,0,13,0,4,51,49,4,
5511,17,38,1930.24,34,6,55,1,4,14,86,6,
5517,11,19,398.32,82,3,14,1,1,55,45,3,
5521,2,12,126.88,90,0,9,0,0,67,33,4,
5522,68,25,1060.8,46,3,39,2,10,22,78,3,
5531,32,19,676,46,10,31,0,12,19,81,4,
5532,75,10,24.96,11,36,28,8,17,75,25,4,
5538,56,17,502.32,90,1,8,0,1,28,72,4,Yes
5553,49,18,404.56,93,0,6,0,0,55,45,3,
5554,38,18,459.68,78,1,14,3,4,48,52,5,
5555,71,10,42.64,86,1,12,1,0,75,25,4,
5556,19,42,1860.56,81,2,13,1,3,59,41,5,
5570,41,12,40.56,7,14,50,16,14,69,31,5,
5574,81,9,42.64,75,3,21,0,1,67,33,3,
5575,79,43,2248.48,42,2,34,14,9,16,84,6,
5576,75,23,679.12,89,2,8,1,0,51,49,3,
5578,1,31,1522.56,33,2,55,2,8,18,82,4,
5580,28,43,2312.96,51,3,32,6,8,8,92,6,
5583,11,24,558.48,41,10,35,6,7,75,25,3,
5587,52,7,42.64,76,0,17,4,3,43,57,5,
5589,6,25,999.44,46,11,30,9,5,28,72,5,
5590,93,15,189.28,88,0,11,0,0,59,41,5,
5600,87,29,1251.12,39,5,38,12,7,21,79,5,
5601,48,15,318.24,35,20,23,13,9,46,54,3,
5607,34,16,462.8,41,8,20,20,11,23,77,3,
5611,76,38,1927.12,15,20,49,8,8,13,87,4,
5612,50,41,1990.56,58,2,37,3,0,34,66,4,
5618,86,35,1536.08,74,2,21,2,1,28,72,5,
5623,172,9,17.68,5,3,11,8,72,65,35,4,
5626,3,21,731.12,74,1,22,2,0,36,64,3,
5635,50,15,318.24,82,0,15,2,1,45,55,4,
5643,47,29,1401.92,9,38,19,3,31,11,89,5,
5644,104,7,20.8,16,10,58,5,11,55,45,3,
5651,47,17,509.6,28,3,43,20,6,35,65,5,
5653,53,30,1133.6,68,2,17,3,9,42,58,4,
5664,95,45,2320.24,22,2,56,10,9,15,85,5,
5670,9,25,989.04,47,3,38,7,5,23,77,3,
5675,65,7,41.6,45,12,26,13,4,39,61,3,
5683,252,8,20.8,9,19,50,7,15,56,44,3,
5685,21,31,1467.44,22,7,51,2,18,12,88,6,
5686,18,7,75.92,78,1,8,6,7,34,66,3,
5694,39,28,1253.2,72,4,22,1,1,14,86,5,
5695,75,20,354.64,50,4,35,2,9,69,31,5,
5700,0,30,1465.36,32,18,38,4,7,16,84,4,
5701,92,51,2445.04,64,2,29,0,4,46,54,6,
5702,71,39,1861.6,65,4,28,0,2,19,81,4,
5707,47,25,809.12,39,0,36,6,19,43,57,4,
5715,39,19,450.32,14,16,47,19,5,48,52,2,
5720,1,12,62.4,37,8,30,20,5,52,48,2,
5724,5,27,932.88,55,3,23,10,9,38,62,6,
5726,52,26,997.36,27,11,25,19,18,30,70,4,
5730,71,9,36.4,9,22,32,7,30,55,45,4,
5731,20,14,154.96,28,16,44,1,11,62,38,3,
5733,28,21,628.16,63,6,21,9,1,35,65,2,
5736,17,19,507.52,60,7,14,14,5,47,53,2,
5739,13,41,2057.12,30,1,63,3,2,12,88,5,
5741,67,18,403.52,63,8,22,0,7,45,55,2,
5742,99,6,15.6,71,2,25,1,1,56,44,5,
5745,46,17,462.8,51,5,30,7,7,31,69,2,
5750,66,26,1130.48,64,3,29,1,2,14,86,4,
5754,47,31,1331.2,44,6,30,5,15,21,79,6,
5763,9,28,807.04,75,1,22,1,1,48,52,6,
5764,60,10,49.92,16,21,36,14,13,73,27,4,
5766,87,41,2126.8,36,8,40,8,8,10,90,4,
5769,2,38,1524.64,47,10,31,10,2,57,43,6,
5771,3,32,1523.6,28,20,29,9,14,16,84,6,
5773,442,8,12.48,18,18,34,27,3,59,41,5,
5776,56,21,798.72,43,10,25,11,12,25,75,3,No
5782,263,7,9.36,19,13,53,1,14,62,38,5,
5788,20,13,265.2,74,1,20,3,3,39,61,3,
5789,93,12,79.04,62,2,30,0,6,53,47,2,
5792,43,9,41.6,76,1,16,3,4,60,40,3,
5793,12,16,192.4,65,1,24,9,1,66,34,3,
5794,96,41,1928.16,31,5,54,1,9,26,74,6,
5796,73,6,42.64,33,11,30,11,15,42,58,3,
5797,290,7,14.56,66,4,22,5,3,57,43,3,
5802,85,12,67.6,86,1,13,0,0,65,35,5,
5806,32,14,153.92,52,7,38,2,1,67,33,4,
5808,32,20,398.32,9,3,36,36,16,64,36,3,
5810,40,13,194.48,89,0,10,0,0,50,50,4,
5813,1,40,1660.88,42,15,23,4,16,53,47,6,
5815,56,18,350.48,3,25,39,31,2,52,48,5,
5817,36,21,507.52,92,0,8,0,0,53,47,4,
5819,61,8,37.44,39,8,17,28,8,40,60,3,
5821,17,15,268.32,87,1,10,2,0,52,48,3,
5822,39,27,806,75,1,19,3,2,50,50,5,
5823,45,13,83.2,42,8,35,9,6,61,39,5,
5830,22,10,53.04,81,0,16,1,2,53,47,3,
5831,98,9,67.6,33,2,50,2,13,47,53,3,
5843,82,18,563.68,58,2,24,7,9,27,73,2,No
5845,57,22,740.48,64,9,16,8,2,25,75,2,
5851,43,9,22.88,77,1,20,0,1,64,36,3,
5854,24,14,157.04,62,5,27,6,0,67,33,4,
5857,42,33,1527.76,69,2,28,1,0,14,86,5,
5863,13,8,28.08,21,18,27,8,26,41,59,5,
5864,5,33,1596.4,46,1,48,4,1,17,83,4,
5870,78,22,873.6,68,6,17,3,6,20,80,2,
5874,24,20,558.48,39,9,22,18,12,42,58,4,
5877,60,7,34.32,89,0,9,1,1,56,44,2,
5886,46,48,2377.44,61,1,31,3,4,21,79,5,Yes
5887,18,13,88.4,3,22,44,22,9,64,36,3,
5895,98,8,66.56,70,4,18,2,6,45,55,4,
5898,21,41,2188.16,49,3,41,3,4,7,93,5,No
5902,21,14,191.36,6,65,7,6,15,57,43,2,
5906,89,22,669.76,49,2,33,9,6,37,63,5,
5907,68,8,68.64,82,0,16,1,1,48,52,2,
5911,47,10,41.6,29,1,48,20,2,58,42,4,
5919,81,37,1796.08,34,3,54,8,2,14,86,5,
5920,41,28,874.64,92,0,7,0,1,54,46,6,
5922,55,33,1659.84,18,36,16,13,17,7,93,5,
5936,76,9,62.4,60,3,19,7,11,42,58,3,
5939,34,21,748.8,51,3,38,5,3,26,74,4,
5944,51,8,19.76,16,15,54,11,3,68,32,3,
5947,7,14,192.4,16,9,29,14,32,49,51,3,
5948,37,14,226.72,55,1,33,9,3,50,50,4,
5954,36,16,352.56,75,2,21,1,0,49,51,3,
5957,43,11,33.28,8,23,17,4,48,79,21,4,
5958,53,22,613.6,59,6,30,0,5,41,59,3,
5965,97,11,37.44,50,1,47,0,2,73,27,4,
5973,64,10,160.16,34,9,40,11,6,33,67,3,
5974,97,23,673.92,49,14,27,6,3,28,72,3,
5975,50,11,121.68,49,2,44,3,2,41,59,3,
5983,52,34,1669.2,29,23,27,7,14,20,80,6,
5984,89,9,31.2,59,2,35,4,0,51,49,3,
5987,31,18,516.88,69,1,26,2,2,27,73,4,
5997,96,8,13.52,15,6,56,10,13,69,31,5,
5998,18,44,2191.28,38,5,44,6,7,21,79,5,
6000,97,18,270.4,40,8,39,7,6,61,39,5,
6004,75,29,1399.84,71,1,26,1,1,17,83,5,
6005,55,9,89.44,55,2,33,5,4,45,55,2,
6006,58,17,306.8,64,7,29,0,0,49,51,5,
6015,19,28,861.12,68,1,26,2,2,59,41,5,
6017,9,20,624,52,12,24,7,5,35,65,5,
6021,8,10,33.28,45,3,44,0,8,59,41,5,
6025,43,9,46.8,3,42,14,5,37,53,47,2,
6026,22,11,55.12,3,23,16,34,24,64,36,4,
6028,27,17,266.24,92,0,7,0,0,64,36,5,
6029,54,9,122.72,27,30,37,6,0,39,61,4,
6030,45,14,121.68,16,23,32,21,8,70,30,2,
6034,60,9,26,53,4,35,6,2,64,36,4,
6035,41,7,45.76,54,10,21,8,7,31,69,4,
6037,62,9,122.72,45,4,31,10,10,40,60,2,
6042,45,13,55.12,52,2,41,3,2,73,27,3,
6052,80,10,67.6,33,13,31,18,5,64,36,4,
6055,63,17,274.56,35,5,52,3,5,50,50,5,
6056,83,36,1729.52,77,1,20,1,1,17,83,5,
6057,62,16,228.8,83,1,15,0,0,65,35,2,
6062,87,35,1394.64,65,3,28,4,0,48,52,4,
6071,93,8,66.56,74,0,22,0,3,40,60,4,
6072,65,9,52,53,2,32,8,6,54,46,4,
6074,21,26,1058.72,79,4,11,0,6,25,75,5,
6075,179,7,20.8,55,19,25,1,1,36,64,3,
6082,7,11,46.8,53,2,43,0,2,63,37,2,
6083,9,23,561.6,93,0,6,1,0,48,52,4,
6096,51,12,95.68,48,15,19,0,18,60,40,5,
6101,75,33,1396.72,85,2,11,1,1,35,65,5,
6104,94,29,1262.56,,6,31,6,12,21,79,6,
6106,48,8,31.2,44,1,35,10,10,52,48,3,
6115,38,19,406.64,82,1,14,1,2,54,46,4,
6118,410,5,19.76,40,11,37,5,6,45,55,3,
6120,87,28,1330.16,31,7,49,11,3,10,90,5,
6138,8,12,57.2,6,29,20,20,25,70,30,4,
6139,85,14,308.88,45,15,23,2,15,34,66,2,
6144,198,8,20.8,36,2,48,10,4,57,43,4,
6146,75,32,1321.84,56,6,18,13,7,32,68,6,
6148,77,28,1398.8,34,6,52,5,3,8,92,6,
6149,44,10,70.72,44,2,36,13,5,33,67,5,
6150,10,15,191.36,70,1,17,5,6,69,31,3,
6151,30,20,452.4,66,8,21,4,1,57,43,2,
6153,84,18,455.52,25,9,10,19,37,42,58,3,
6154,94,17,512.72,47,4,38,4,7,36,64,3,
6158,75,11,126.88,19,4,47,15,15,47,53,5,
6159,76,9,187.2,58,7,27,2,7,26,74,4,Yes
6163,71,23,860.08,52,2,39,4,3,22,78,5,
6164,77,25,745.68,81,2,15,0,1,55,45,3,
6173,95,21,568.88,84,2,11,1,2,45,55,5,
6179,78,13,309.92,78,1,19,1,1,46,54,3,
6180,73,45,2314,70,0,25,4,1,11,89,6,
6182,48,30,1193.92,44,12,35,7,2,43,57,5,
6184,33,6,32.24,49,2,44,2,3,43,57,4,
6188,11,8,53.04,47,5,19,21,8,49,51,4,
6194,14,17,265.2,70,5,22,0,3,62,38,5,
6195,17,16,274.56,72,2,18,4,4,57,43,3,
6204,94,7,26,51,7,36,4,2,52,48,4,
6208,92,14,271.44,65,9,11,11,3,41,59,5,
6209,69,47,2505.36,30,11,42,14,3,13,87,6,
6213,77,25,683.28,94,0,5,0,0,59,41,3,
6214,99,20,508.56,51,9,32,3,5,38,62,2,
6218,52,17,356.72,74,2,19,3,2,57,43,3,
6220,38,26,997.36,36,4,26,14,20,37,63,6,
6227,32,38,1929.2,38,7,46,5,4,14,86,5,
6234,65,12,315.12,66,6,15,6,6,24,76,3,
6240,46,22,617.76,46,2,30,8,14,51,49,3,
6242,80,11,32.24,37,3,32,15,13,67,33,2,
6246,37,36,1801.28,25,3,45,11,17,14,86,5,
6257,74,11,78,55,4,35,2,4,49,51,5,
6258,38,13,60.32,51,2,43,3,1,72,28,5,
6262,52,24,738.4,83,2,11,2,1,44,56,4,
6266,8,7,78,60,4,19,10,8,24,76,4,No
6271,56,12,55.12,10,21,44,12,13,70,30,2,
6274,7,11,56.16,73,3,16,4,4,63,37,2,
6276,49,15,156,88,0,11,0,0,56,44,4,
6277,43,11,92.56,27,6,49,11,7,53,47,3,
6280,95,11,50.96,14,5,17,44,19,59,41,3,
6284,54,35,1665.04,40,16,26,10,8,23,77,4,
6288,12,11,69.68,8,11,37,22,22,60,40,3,
6291,16,8,17.68,2,15,20,37,26,58,42,4,
6297,267,6,12.48,25,15,10,26,24,47,53,4,
6301,71,10,33.28,34,15,17,18,17,68,32,4,
6310,81,15,193.44,52,1,43,3,1,68,32,2,
6316,98,12,269.36,77,5,12,1,5,37,63,3,
6317,50,30,1469.52,40,4,38,9,9,8,92,5,
6318,68,39,1794,79,1,17,2,1,25,75,5,
6319,31,15,361.92,37,5,45,7,7,31,69,3,
6321,90,30,1066,40,11,33,8,8,51,49,5,
6323,3,11,80.08,75,3,15,4,3,47,53,3,
6330,44,19,410.8,72,1,26,1,1,60,40,4,Yes
6331,48,25,1068.08,66,1,29,2,2,13,87,2,
6335,24,22,502.32,95,1,4,0,0,64,36,4,
6346,87,34,1185.6,87,2,10,0,1,57,43,6,
6354,38,21,458.64,38,3,41,15,3,56,44,3,
6355,93,13,188.24,79,0,18,2,1,56,44,3,
6358,60,9,50.96,49,5,30,9,7,58,42,3,
6360,3,9,52,40,4,43,12,1,54,46,4,
6363,95,10,67.6,31,17,18,4,30,44,56,3,
6364,57,32,1463.28,79,2,17,1,1,19,81,5,
6365,51,13,89.44,85,1,12,1,1,58,42,5,
6376,47,7,22.88,10,22,47,8,13,45,55,5,
6381,37,20,458.64,40,5,35,1,20,42,58,3,
6385,8,22,671.84,49,9,25,9,8,38,62,2,
6386,91,20,795.6,42,6,38,4,10,12,88,3,
6392,20,19,356.72,63,3,30,2,2,65,35,3,Yes
6397,65,21,627.12,85,2,9,2,2,44,56,3,
6404,75,7,35.36,70,6,19,3,2,45,55,3,
6406,95,10,47.84,3,13,32,10,42,51,49,2,
6411,60,11,68.64,4,48,21,26,1,64,36,2,
6415,17,9,58.24,25,4,55,11,5,59,41,3,
6417,10,19,460.72,73,5,18,0,4,53,47,3,
6421,25,12,122.72,85,0,14,0,0,61,39,4,
6428,74,29,1254.24,79,1,15,3,1,21,79,4,
6432,80,9,53.04,56,6,25,6,7,50,50,4,
6436,23,29,1459.12,35,4,46,4,11,10,90,6,
6439,75,15,501.28,39,17,31,4,9,16,84,4,
6449,6,14,159.12,11,24,14,10,41,60,40,2,
6451,29,21,555.36,57,4,33,1,4,51,49,3,
6452,431,7,19.76,83,1,15,1,0,53,47,3,
6464,45,5,41.6,92,0,5,1,2,35,65,2,
6465,41,34,1386.32,57,10,13,11,9,28,72,5,
6469,47,11,54.08,5,46,22,13,13,58,42,3,
6474,61,9,76.96,44,4,44,7,2,50,50,5,
6479,24,13,122.72,49,17,20,10,5,53,47,4,
6481,7,8,92.56,57,5,23,9,6,51,49,4,
6483,79,18,610.48,26,5,19,32,17,23,77,2,
6485,50,45,2440.88,16,10,56,8,11,9,91,6,
6493,94,20,557.44,68,3,25,3,1,45,55,2,
6496,4,30,1254.24,59,3,18,11,8,27,73,5,
6500,60,11,266.24,40,1,38,13,8,23,77,5,
6506,90,18,267.28,79,1,19,1,0,75,25,3,
6507,88,25,1120.08,65,2,30,0,2,15,85,2,
6511,12,22,677.04,88,2,9,1,1,39,61,4,
6514,24,32,1190.8,83,1,15,0,0,43,57,5,
6520,62,11,75.92,78,0,20,0,1,65,35,5,
6532,74,22,679.12,53,5,34,2,6,29,71,5,
6542,12,17,314.08,88,2,8,2,0,51,49,3,
6550,11,15,225.68,74,2,20,2,2,54,46,5,
6563,43,31,1128.4,96,0,4,0,0,48,52,6,
6567,5,17,228.8,36,6,44,4,10,60,40,2,
6574,92,33,1387.36,62,8,20,9,2,30,70,4,
6581,24,15,270.4,34,15,21,19,11,37,63,3,
6582,85,8,56.16,24,11,47,1,17,41,59,2,
6583,30,29,1266.72,37,9,28,14,12,23,77,6,
6585,446,8,19.76,55,5,29,10,1,57,43,5,
6586,74,11,195.52,88,0,11,1,0,41,59,2,
6590,78,25,999.44,62,2,27,4,5,39,61,5,
6597,2,22,743.6,35,5,11,11,38,24,76,2,
6603,71,8,17.68,24,1,36,28,11,50,50,3,
6604,78,16,230.88,57,2,37,3,1,56,44,4,
6625,3,12,72.8,58,4,27,2,9,53,47,4,
6629,11,10,47.84,22,16,42,15,5,51,49,3,
6631,54,10,30.16,27,14,45,12,2,73,27,3,
6632,34,9,43.68,4,26,27,34,9,51,49,4,
6642,95,26,926.64,86,3,10,1,0,36,64,5,
6643,14,25,1123.2,51,3,35,6,6,15,85,3,
6644,64,38,1736.8,80,1,16,1,2,28,72,4,
6655,71,11,94.64,92,1,6,1,0,64,36,3,
6659,85,33,1598.48,54,9,28,3,6,12,88,5,
6660,59,29,1062.88,72,4,18,4,2,37,63,5,No
6666,85,24,681.2,77,2,20,1,0,52,48,2,
6668,7,12,73.84,78,2,16,1,2,63,37,2,
6670,71,35,1532.96,52,0,25,1,22,25,75,6,
6671,420,8,17.68,88,1,9,1,1,55,45,5,
6672,18,11,52,5,33,18,20,24,58,42,4,
6685,86,12,125.84,69,1,25,2,4,58,42,3,
6687,9,40,1996.8,77,1,21,0,1,19,81,5,
6693,3,20,403.52,83,1,13,1,1,59,41,5,
6694,60,10,41.6,14,10,35,24,17,71,29,3,
6698,16,11,50.96,56,4,30,8,3,63,37,3,
6708,28,7,42.64,53,1,27,13,7,53,47,4,
6710,30,20,627.12,65,3,29,3,0,36,64,4,No
6720,90,37,1732.64,71,2,24,1,2,17,83,6,
6724,50,11,65.52,10,15,50,10,15,68,32,4,
6725,61,14,272.48,35,25,20,3,17,31,69,4,
6734,34,10,96.72,86,1,12,1,1,57,43,5,
6739,23,31,1390.48,38,11,34,6,11,15,85,6,
6744,47,14,157.04,27,26,39,1,7,62,38,4,
6747,17,29,1395.68,58,3,34,5,0,14,86,4,
6750,68,32,1598.48,12,38,42,5,3,5,95,6,
6752,16,28,1063.92,39,7,36,8,10,48,52,6,
6753,64,9,158.08,42,3,24,24,7,40,60,4,
6767,44,11,126.88,62,4,15,10,9,54,46,4,
6768,449,9,20.8,31,6,54,4,5,74,26,3,
6774,40,16,453.44,68,3,24,2,3,27,73,5,
6778,89,37,1593.28,73,0,23,1,3,32,68,5,
6780,7,8,33.28,76,1,20,1,2,56,44,5,
6781,24,12,122.72,32,5,48,8,7,64,36,5,
6796,88,22,565.76,86,0,12,1,0,57,43,3,
6802,19,5,37.44,35,5,43,1,16,44,56,2,
6809,55,11,67.6,66,1,30,2,1,57,43,4,
6812,70,8,15.6,49,12,26,1,12,55,45,3,
6818,24,12,72.8,16,14,23,19,28,66,34,4,
6827,40,15,191.36,55,0,37,6,2,52,48,2,No
6828,14,37,1930.24,46,2,45,3,4,14,86,6,
6830,94,6,66.56,65,1,27,4,2,39,61,3,
6831,3,29,995.28,92,0,8,0,0,51,49,5,
6838,50,41,2123.68,30,0,56,7,7,17,83,6,
6843,26,10,121.68,48,3,37,6,5,32,68,3,
6844,47,14,404.56,46,1,22,14,17,23,77,4,
6845,34,18,561.6,55,1,22,1,21,27,73,3,
6847,71,17,360.88,27,2,48,16,7,43,57,3,
6849,422,5,20.8,65,2,29,3,1,46,54,2,
6856,43,14,124.8,76,0,16,5,3,64,36,4,
6859,60,43,1860.56,78,1,19,0,2,53,47,4,
6866,13,20,562.64,87,0,10,1,1,38,62,5,
6869,37,27,860.08,48,9,20,14,10,45,55,5,
6870,94,50,2688.4,58,0,28,8,6,10,90,6,
6871,18,20,453.44,54,1,41,1,2,51,49,3,
6873,23,16,405.6,63,1,33,1,1,38,62,3,
6876,68,24,617.76,66,1,29,1,3,51,49,3,
6880,19,8,35.36,48,9,36,3,4,55,45,4,
6881,28,11,61.36,10,13,22,21,35,68,32,5,
6891,93,18,621.92,48,12,22,14,4,25,75,2,
6896,29,15,234,29,16,33,13,9,60,40,4,
6903,10,34,1665.04,70,4,24,2,0,8,92,5,
6906,82,10,33.28,61,4,31,1,4,71,29,4,
6910,36,23,873.6,35,5,40,10,10,29,71,3,
6915,73,10,68.64,10,15,15,16,44,52,48,2,
6920,81,28,1328.08,37,1,51,7,4,12,88,5,
6934,32,26,801.84,84,1,11,1,3,45,55,6,
6940,6,19,450.32,54,0,41,0,4,46,54,5,
6950,24,19,509.6,41,17,19,12,10,46,54,3,
6956,32,19,354.64,86,2,7,3,2,57,43,3,
6963,44,21,795.6,46,7,29,16,2,19,81,3,
6968,51,12,96.72,58,6,21,2,14,64,36,4,
6969,66,15,229.84,9,15,19,41,15,38,62,4,
6979,70,14,192.4,42,10,35,11,2,57,43,4,
6987,97,6,16.64,47,6,30,6,11,52,48,4,Yes
6994,23,22,625.04,48,1,44,4,3,36,64,2,
6995,80,18,503.36,45,13,23,6,12,36,64,3,
6998,21,32,1523.6,12,6,52,23,7,15,85,5,
7005,17,9,42.64,63,4,32,0,1,56,44,4,
7006,92,17,351.52,91,1,8,0,0,49,51,3,
